
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 10월 20일~11월 18일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
세종연서,611,11-15,       6.3,      12.9,       0.7,       1.6,,,,,,,       1.1
공주,612,11-15,       6.6,      12.9,       1.2,       1.6,,,,,,,       1.2
서천,614,11-15,       7.9,      13.3,       2.4,       2.0,,,,,,,       1.5
논산,615,11-15,       7.3,      13.5,       1.0,       1.6,,,,,,,       1.3
당진,616,11-15,       6.8,      11.9,       2.0,       1.4,,,,,,,       1.9
청양,618,11-15,       6.3,      12.5,       0.2,       2.1,,,,,,,       1.1
음성,619,11-15,       5.2,      12.1,      -1.2,       1.4,,,,,,,       1.4
증평,623,11-15,       5.9,      12.3,       0.1,       1.6,,,,,,,       1.1
태안,627,11-15,       8.4,      12.6,       4.5,       1.8,,,,,,,       1.8
예산,628,11-15,       6.8,      12.5,       1.9,       1.6,,,,,,,       1.7
아산,634,11-15,       7.0,      12.2,       2.3,       1.8,,,,,,,       1.8
계룡,636,11-15,       5.9,      12.8,      -0.4,       1.7,,,,,,,       0.9
오월드,642,11-15,       7.9,      13.4,       3.4,       1.4,,,,,,,       1.0
세천,643,11-15,       6.4,      12.8,       1.1,       1.2,,,,,,,       1.0
장동,648,11-15,       6.7,      12.8,       1.6,       0.8,,,,,,,       0.9
부평,649,11-15,       6.9,      12.4,       1.7,       2.5,,,,,,,       0.7
연천청산,652,11-15,       4.6,      10.9,      -0.8,       1.0,,,,,,,       1.0
양양,670,11-15,       9.0,      13.2,       4.7,       1.5,,,,,,,       2.7
사북,674,11-15,       4.4,       8.7,       0.2,       1.8,,,,,,,       3.2
무안,699,11-15,       8.8,      13.9,       3.9,       1.1,,,,,,,       2.0
무주,701,11-15,       5.7,      12.7,      -0.2,       0.7,,,,,,,       1.3
익산,702,11-15,       8.2,      13.7,       2.6,       1.1,,,,,,,       1.4
진안,703,11-15,       5.6,      12.3,      -0.3,       1.0,,,,,,,       1.4
담양,706,11-15,       8.5,      14.4,       2.8,       1.1,,,,,,,       1.7
광산,708,11-15,       8.7,      14.6,       3.2,       1.0,,,,,,,       1.7
구례,709,11-15,       8.2,      14.8,       2.2,       1.0,,,,,,,       1.3
나주,710,11-15,       8.7,      15.0,       3.0,       1.3,,,,,,,       1.4
순천시,712,11-15,      10.5,      15.5,       6.1,       1.0,,,,,,,       2.0
광양읍,713,11-15,      10.0,      15.9,       4.6,       1.0,,,,,,,       1.5
조선대,722,11-15,       9.7,      14.5,       5.4,       1.0,,,,,,,       1.9
거문도,723,11-15,      12.8,      15.2,      10.5,       1.2,,,,,,,       4.4
추자도,724,11-15,      12.8,      15.1,      10.6,       1.1,,,,,,,       4.4
장성,730,11-15,       8.2,      14.0,       2.6,       1.1,,,,,,,       1.3
영암,731,11-15,       9.0,      14.8,       3.6,       1.3,,,,,,,       1.7
보성,732,11-15,       7.8,      14.2,       1.6,       1.2,,,,,,,       1.5
완주,734,11-15,       7.7,      14.0,       1.9,       1.0,,,,,,,       1.5
김제,737,11-15,       8.5,      13.7,       3.8,       1.2,,,,,,,       2.0
화순,741,11-15,       8.6,      14.9,       2.8,       1.1,,,,,,,       1.1
함평,754,11-15,       9.2,      14.9,       4.0,       1.1,,,,,,,       1.4
곡성,768,11-15,       7.5,      14.2,       2.1,       1.1,,,,,,,       1.2
성판악,782,11-15,       7.3,      10.9,       3.9,       6.1,,,,,,,       2.9
풍암,788,11-15,       9.2,      15.1,       3.9,       1.0,,,,,,,       1.1
압해도,789,11-15,      10.1,      14.1,       6.2,       1.2,,,,,,,       3.2
영양,801,11-15,       6.0,      12.8,      -0.1,       0.7,,,,,,,       1.4
성주,810,11-15,       7.4,      14.2,       0.9,       0.7,,,,,,,       1.2
고령,812,11-15,       7.4,      14.7,       0.6,       0.7,,,,,,,       0.7
청도,813,11-15,       7.4,      14.8,       1.0,       0.6,,,,,,,       1.3
예천,815,11-15,       6.0,      13.4,      -0.2,       0.8,,,,,,,       1.1
김천,822,11-15,       6.9,      13.8,       0.7,       0.9,,,,,,,       1.2
군위,823,11-15,       5.8,      13.3,      -0.6,       0.7,,,,,,,       1.3
칠곡,825,11-15,       7.7,      14.1,       1.6,       0.6,,,,,,,       1.7
경산,827,11-15,       8.9,      14.7,       3.6,       0.6,,,,,,,       1.5
달성,828,11-15,       8.9,      15.1,       3.5,       0.6,,,,,,,       1.5
대구서구,846,11-15,       9.2,      14.3,       4.4,       0.6,,,,,,,       1.5
신암,860,11-15,       9.5,      14.8,       4.9,       0.6,      54.9,       6.2,       3.8,,    1015.8,    1023.1,       2.0
완산,864,11-15,       8.7,      14.1,       3.9,       1.0,      65.6,       5.2,       4.4,       1.5,    1016.7,    1023.4,       1.5
삼척,876,11-15,       9.3,      13.7,       5.0,       1.6,,,,,,,       2.0
울기,901,11-15,      11.7,      15.7,       8.1,       0.9,,,,,,,       2.2
삼천포,907,11-15,      11.4,      15.5,       7.1,       0.9,,,,,,,       2.1
영도,910,11-15,      11.8,      15.3,       8.3,       0.8,,,,,,,       2.9
고성,918,11-15,       9.8,      16.1,       4.0,       0.8,,,,,,,       1.6
창녕,919,11-15,       7.8,      15.2,       1.4,       0.7,,,,,,,       1.5
함안,920,11-15,       7.7,      15.8,       1.0,       0.8,,,,,,,       1.0
가덕도,921,11-15,      12.1,      15.7,       8.9,       0.8,,,,,,,       3.5
기장,923,11-15,      10.8,      16.1,       5.6,       0.9,,,,,,,       1.7
간절곶,924,11-15,      11.9,      15.7,       7.9,       0.9,,,,,,,       3.3
하동,932,11-15,       9.3,      15.9,       4.1,       1.1,,,,,,,       1.4
해운대,937,11-15,      11.8,      16.7,       7.8,       0.8,,,,,,,       2.0
부산진,938,11-15,      11.1,      15.6,       7.2,       0.7,,,,,,,       1.9
동래,940,11-15,      11.2,      16.2,       6.7,       0.7,,,,,,,       1.7
북구,941,11-15,      10.3,      15.3,       6.2,       0.7,,,,,,,       1.5
부산남구,942,11-15,      11.8,      16.1,       8.1,       0.7,,,,,,,       1.8
정자,949,11-15,      10.5,      15.9,       5.3,       1.0,,,,,,,       2.7
속초,90,11-16,       8.1,      12.4,       3.9,       2.3,      53.2,       6.2,,,    1018.9,    1021.1,       2.5
철원,95,11-16,       3.5,       9.7,      -1.5,       1.2,      69.9,       5.4,,,    1004.1,    1023.3,       1.4
동두천,98,11-16,       4.6,      11.2,      -0.5,       1.2,      61.1,       5.8,,,    1009.4,    1023.3,       1.5
파주,99,11-16,       3.9,      10.2,      -1.6,       1.2,      68.9,       6.0,,,    1019.5,    1023.3,       1.4
대관령,100,11-16,       1.6,       6.9,      -3.3,       2.1,      68.0,       6.3,,,     925.9,    1022.6,       4.3
춘천,101,11-16,       4.7,      10.6,       0.0,       1.3,      71.1,       5.2,,,    1013.8,    1023.3,       1.1
백령도,102,11-16,       6.9,       9.7,       4.7,       1.1,      62.3,       5.0,       5.0,,    1006.6,    1023.1,       4.4
강릉,105,11-16,       8.9,      13.4,       5.0,       2.6,      50.3,       6.3,,,    1018.2,    1021.5,       2.9
동해,106,11-16,       8.6,      13.1,       4.4,       1.6,      54.6,       6.2,,,    1016.3,    1020.9,       2.6
서울,108,11-16,       6.7,      11.0,       3.0,       1.3,      58.3,       5.5,       3.9,       1.9,    1012.7,    1023.4,       2.3
인천,112,11-16,       7.1,      11.1,       3.7,       1.3,      61.7,       5.8,       4.0,       2.0,    1014.6,    1023.1,       3.1
원주,114,11-16,       5.4,      11.2,       0.6,       1.2,      66.2,       5.4,,,    1004.8,    1023.3,       1.0
울릉도,115,11-16,       9.3,      12.8,       6.8,       3.4,      66.9,       4.5,       6.0,       2.1,     994.2,    1021.0,       3.4
수원,119,11-16,       6.5,      11.7,       2.0,       1.2,      65.3,       5.6,       4.0,       1.7,    1019.2,    1023.6,       1.6
영월,121,11-16,       4.6,      10.9,      -0.8,       1.0,      65.6,       5.5,,,     993.2,    1022.8,       1.3
충주,127,11-16,       5.2,      11.5,      -0.1,       1.1,      68.5,       5.2,,,    1011.4,    1023.7,       1.5
서산,129,11-16,       6.8,      12.3,       1.8,       1.6,      71.3,       5.2,,,    1020.5,    1023.6,       2.2
울진,130,11-16,       8.7,      14.1,       3.8,       1.3,      58.6,       6.5,,,    1015.2,    1021.3,       3.3
청주,131,11-16,       6.9,      12.3,       2.2,       1.4,      63.7,       5.6,       4.3,       1.8,    1016.4,    1023.6,       1.4
대전,133,11-16,       7.1,      12.7,       2.4,       1.3,      67.1,       5.6,       4.3,       1.5,    1015.0,    1023.6,       1.5
추풍령,135,11-16,       6.1,      11.7,       1.1,       1.0,      63.0,       5.7,,,     993.3,    1023.3,       2.8
안동,136,11-16,       6.0,      12.4,       0.6,       0.8,      65.7,       5.9,       4.0,       2.1,    1005.8,    1023.2,       1.5
상주,137,11-16,       6.5,      12.3,       1.5,       0.9,      59.5,       5.8,,,    1010.7,    1022.8,       1.8
포항,138,11-16,      10.1,      14.9,       6.2,       0.8,      55.0,       6.3,       3.6,       2.6,    1021.9,    1022.3,       2.5
군산,140,11-16,       8.2,      12.8,       4.2,       1.6,      69.5,       5.3,,,    1020.2,    1023.6,       2.9
울산,152,11-16,      10.0,      15.6,       5.4,       1.0,      57.5,       6.3,       3.6,,    1016.9,    1022.0,       1.8
창원,155,11-16,      10.5,      15.2,       6.5,       1.3,      54.0,       6.3,       3.4,,    1019.3,    1022.0,       1.8
광주,156,11-16,       9.1,      14.2,       4.8,       1.5,      65.1,       5.3,       4.6,,    1014.3,    1023.2,       1.8
부산,159,11-16,      11.5,      16.1,       7.8,       1.3,      53.9,       6.7,       3.5,       2.6,    1013.2,    1021.7,       3.1
통영,162,11-16,      10.9,      15.7,       6.9,       1.6,      60.8,       6.5,,,    1018.5,    1022.4,       2.4
목포,165,11-16,       9.9,      14.3,       6.3,       1.7,      68.0,       5.3,       4.8,       2.1,    1018.2,    1023.3,       4.0
여수,168,11-16,      10.7,      14.5,       7.6,       1.5,      57.4,       6.2,       3.7,       3.1,    1014.2,    1022.4,       4.3
흑산도,169,11-16,      10.9,      13.2,       9.0,       1.3,      69.8,       4.3,       5.7,,    1013.0,    1022.5,       6.9
완도,170,11-16,      10.3,      14.5,       6.7,       2.5,      66.6,       5.4,,,    1019.1,    1022.9,       3.6
고창,172,11-16,       9.6,      14.7,       4.6,       2.4,      77.2,       4.7,,,    1015.7,    1022.1,       2.7
제주,184,11-16,      13.0,      15.9,      10.3,       2.1,      63.7,       3.8,       5.8,       2.4,    1020.4,    1023.0,       3.5
고산,185,11-16,      13.1,      15.9,      10.6,       1.5,      66.9,       4.6,,,    1013.4,    1022.1,       8.0
성산,188,11-16,      12.4,      16.2,       8.6,       3.3,      67.4,       5.0,,,    1020.3,    1022.6,       3.1
서귀포,189,11-16,      14.2,      18.0,      11.0,       2.6,      64.3,       5.4,       4.9,       2.6,    1015.5,    1021.6,       2.4
진주,192,11-16,       7.8,      15.1,       1.8,       1.4,      65.8,       6.2,,,    1019.3,    1022.5,       1.2
강화,201,11-16,       5.5,      10.6,       0.6,       1.2,      65.8,       5.7,,,    1018.1,    1024.0,       1.7
양평,202,11-16,       5.2,      11.2,       0.3,       1.2,      68.6,       5.4,,,    1018.1,    1024.1,       1.3
이천,203,11-16,       5.1,      11.4,      -0.1,       1.2,      65.8,       5.4,,,    1014.0,    1023.5,       1.1
인제,211,11-16,       4.2,      10.3,      -0.7,       1.0,      66.2,       5.0,,,     998.7,    1023.5,       1.6
홍천,212,11-16,       4.0,      10.7,      -1.0,       1.1,      66.8,       5.2,,,    1006.4,    1023.9,       1.0
태백,216,11-16,       3.5,       9.4,      -1.4,       1.0,      61.4,       5.7,,,     936.9,    1022.1,       1.6
정선군,217,11-16,       5.2,      11.4,       0.8,       1.9,      65.7,       4.4,,,     984.8,    1022.3,       1.8
제천,221,11-16,       3.9,      10.7,      -1.9,       1.3,      68.5,       5.5,,,     991.5,    1023.7,       1.4
보은,226,11-16,       5.1,      12.1,      -0.7,       1.3,      68.6,       5.6,,,    1001.9,    1023.3,       1.4
천안,232,11-16,       5.9,      12.0,       0.6,       1.6,      68.0,       5.5,,,    1019.5,    1023.7,       1.7
보령,235,11-16,       8.1,      13.0,       3.7,       1.7,      67.1,       5.4,,,    1021.4,    1023.6,       1.9
부여,236,11-16,       6.4,      13.1,       1.0,       1.6,      71.5,       5.2,,,    1022.3,    1024.0,       1.0
금산,238,11-16,       5.5,      12.7,      -0.2,       1.0,      69.8,       5.1,,,    1002.8,    1023.9,       1.1
부안,243,11-16,       8.1,      13.5,       3.2,       1.2,      69.9,       4.9,,,    1022.6,    1023.8,       1.5
임실,244,11-16,       5.5,      12.5,      -0.4,       1.2,      71.4,       5.1,,,     993.6,    1024.0,       1.3
정읍,245,11-16,       8.1,      13.4,       3.3,       1.3,      69.7,       4.9,,,    1017.8,    1023.6,       1.1
남원,247,11-16,       6.6,      13.7,       0.7,       1.3,      70.7,       5.3,,,    1011.1,    1023.8,       1.4
장수,248,11-16,       4.8,      11.7,      -0.9,       1.3,      73.3,       5.0,,,     974.3,    1023.9,       1.6
영광군,252,11-16,       8.6,      13.7,       3.8,       2.3,      70.6,       5.1,,,    1017.9,    1022.5,       2.2
김해시,253,11-16,      10.7,      16.1,       6.2,       2.2,      56.7,       6.5,,,    1015.1,    1022.3,       2.1
순창군,254,11-16,       7.3,      13.7,       2.0,       2.2,      72.3,       5.0,,,    1007.3,    1023.0,       1.5
양산시,257,11-16,      10.7,      16.7,       5.6,       2.1,      61.6,       6.1,,,    1020.8,    1022.5,       1.9
강진군,259,11-16,       9.7,      15.6,       4.4,       3.8,      70.6,       5.3,,,    1021.1,    1022.6,       2.2
장흥,260,11-16,       8.4,      14.8,       2.6,       1.9,      68.8,       5.5,,,    1017.7,    1023.1,       2.1
해남,261,11-16,       8.9,      14.7,       3.1,       2.1,      69.5,       5.6,,,    1021.2,    1023.4,       2.1
고흥,262,11-16,       9.0,      15.1,       3.3,       1.8,      66.8,       5.5,,,    1016.7,    1023.0,       1.6
의령군,263,11-16,       8.3,      15.8,       2.4,       2.2,      77.1,       5.6,,,    1019.8,    1021.5,       1.1
함양군,264,11-16,       8.1,      15.1,       2.0,       1.6,      74.9,       4.9,,,    1003.4,    1021.9,       1.2
진도군,268,11-16,       9.7,      14.5,       4.8,       2.1,,,,,,,       2.3
봉화,271,11-16,       3.7,      11.5,      -2.4,       1.0,      68.4,       5.7,,,     983.7,    1022.6,       1.2
영주,272,11-16,       5.7,      11.5,       0.4,       1.2,      62.4,       5.8,,,     997.1,    1022.7,       2.9
문경,273,11-16,       6.0,      11.9,       0.9,       1.2,      60.4,       5.7,,,    1002.0,    1023.1,       1.9
청송군,276,11-16,       6.0,      13.4,       0.3,       1.3,      71.8,       5.1,,,     996.5,    1021.9,       1.3
영덕,277,11-16,       8.6,      14.1,       3.8,       0.9,      58.1,       6.2,,,    1017.5,    1022.5,       2.9
의성,278,11-16,       5.0,      13.4,      -1.5,       0.7,      69.2,       5.5,,,    1013.3,    1023.1,       1.1
구미,279,11-16,       7.1,      13.4,       1.8,       0.8,      63.6,       5.3,,,    1017.5,    1023.2,       1.5
영천,281,11-16,       7.0,      14.0,       1.0,       0.7,      61.6,       5.1,,,    1011.5,    1023.0,       1.9
경주시,283,11-16,       8.9,      15.6,       3.0,       1.3,      67.0,       5.6,,,    1016.7,    1021.4,       2.3
경주시,283,11-16,       8.9,      15.6,       3.0,       1.3,      67.0,       5.6,,,    1016.7,    1021.4,       2.3
거창,284,11-16,       6.1,      13.6,       0.0,       0.9,      66.2,       5.7,,,     995.9,    1023.4,       1.3
합천,285,11-16,       7.4,      15.0,       1.7,       0.8,      65.7,       5.6,,,    1019.1,    1023.1,       1.1
밀양,288,11-16,       8.1,      15.4,       1.9,       0.9,      65.7,       6.0,,,    1021.3,    1022.8,       1.2
산청,289,11-16,       7.7,      14.4,       2.2,       1.0,      61.9,       5.3,,,    1006.5,    1023.6,       1.8
거제,294,11-16,      10.2,      15.2,       5.7,       1.6,      60.9,       5.5,,,    1017.2,    1022.0,       1.5
남해,295,11-16,       9.9,      14.8,       5.5,       2.0,      61.9,       6.0,,,    1017.4,    1023.0,       1.6
강남,400,11-16,       7.1,      11.1,       3.7,       1.4,,,,,,,       1.6
서초,401,11-16,       7.2,      11.5,       3.5,       1.3,,,,,,,       1.4
강동,402,11-16,       6.1,      11.1,       2.1,       1.2,,,,,,,       1.3
송파,403,11-16,       7.3,      11.6,       3.8,       1.3,,,,,,,       1.8
강서,404,11-16,       6.5,      10.6,       3.0,       1.3,,,,,,,       1.5
양천,405,11-16,       7.1,      11.3,       3.9,       1.4,,,,,,,       1.3
도봉,406,11-16,       5.5,      10.9,       1.0,       1.4,,,,,,,       1.0
노원,407,11-16,       5.1,      11.0,      -0.1,       1.1,,,,,,,       1.5
동대문,408,11-16,       7.0,      11.4,       3.5,       1.2,,,,,,,       1.7
중랑,409,11-16,       7.0,      11.1,       3.4,       1.2,,,,,,,       1.9
기상청,410,11-16,       7.1,      11.1,       3.6,       1.4,,,,,,,       1.4
